day,hour,festival,rain,weather,vehicle_count,traffic_density
Monday,3,Ganesh Chaturthi,0,Clear,1810,1.0
Friday,18,Diwali,1,Rainy,588,0.594
Sunday,12,Eid,1,Rainy,1015,0.8075
Friday,6,Christmas,1,Clear,178,0.389
Thursday,10,Diwali,0,Rainy,1144,0.772
Friday,9,Diwali,1,Cloudy,1436,1.0
Tuesday,21,Christmas,1,Rainy,201,0.40049999999999997
Friday,11,Eid,0,Clear,1712,1.0
Tuesday,3,Christmas,0,Rainy,645,0.5225
Tuesday,22,Eid,0,Clear,1182,0.7909999999999999
Tuesday,18,Christmas,1,Rainy,601,0.6004999999999999
Saturday,15,Eid,0,Cloudy,937,0.6685000000000001
Tuesday,0,Eid,1,Rainy,1204,0.902
Sunday,12,Christmas,1,Clear,1515,1.0
Thursday,11,Christmas,1,Cloudy,704,0.652
Sunday,4,Ganesh Chaturthi,1,Rainy,1051,0.8255
Monday,22,Christmas,1,Rainy,1411,1.0
Wednesday,23,Christmas,1,Clear,233,0.4165
Wednesday,2,Christmas,1,Clear,427,0.5135
Saturday,21,Ganesh Chaturthi,1,Cloudy,1879,1.0
Thursday,0,None,1,Clear,319,0.2595
Saturday,18,Christmas,0,Cloudy,1679,1.0
Thursday,19,Ganesh Chaturthi,0,Rainy,944,0.6719999999999999
Sunday,14,Eid,1,Clear,1918,1.0
Friday,23,Eid,0,Clear,1765,1.0
Tuesday,14,Diwali,0,Rainy,1127,0.7635000000000001
Saturday,16,Diwali,0,Rainy,1790,1.0
Friday,0,Ganesh Chaturthi,0,Cloudy,1466,0.933
Saturday,14,Diwali,1,Cloudy,1144,0.872
Friday,14,Christmas,1,Clear,1271,0.9354999999999999
Friday,2,None,1,Cloudy,588,0.394
Tuesday,21,None,1,Rainy,1929,1.0
Sunday,3,Eid,1,Clear,1752,1.0
Wednesday,15,Eid,0,Rainy,1194,0.7969999999999999
Sunday,15,Diwali,1,Rainy,1358,0.979
Thursday,21,Diwali,0,Rainy,1663,1.0
Monday,20,Christmas,1,Clear,822,0.711
Thursday,4,Eid,1,Cloudy,1958,1.0
Monday,15,None,0,Cloudy,1092,0.546
Tuesday,0,None,1,Cloudy,1341,0.7705
Tuesday,11,Diwali,1,Rainy,1010,0.805
Monday,13,Christmas,1,Cloudy,1542,1.0
Saturday,0,Eid,0,Cloudy,1657,1.0
Tuesday,14,Ganesh Chaturthi,0,Cloudy,302,0.351
Friday,17,Ganesh Chaturthi,1,Cloudy,846,0.723
Thursday,3,None,1,Rainy,354,0.277
Thursday,14,Ganesh Chaturthi,1,Clear,1784,1.0
Sunday,21,Christmas,0,Clear,658,0.529
Monday,20,Christmas,1,Rainy,1651,1.0
Thursday,4,Eid,0,Clear,1545,0.9724999999999999
Tuesday,11,Ganesh Chaturthi,0,Rainy,357,0.3785
Thursday,18,Eid,1,Clear,269,0.4345
Friday,1,Diwali,0,Cloudy,1891,1.0
Sunday,4,Diwali,1,Clear,396,0.498
Sunday,3,Christmas,1,Cloudy,1264,0.932
Friday,3,Eid,0,Clear,1362,0.881
Saturday,10,Diwali,1,Clear,1481,1.0
Friday,11,None,1,Cloudy,600,0.4
Friday,8,Diwali,0,Cloudy,1668,1.0
Monday,17,None,0,Cloudy,1938,0.969
Thursday,7,Christmas,0,Rainy,1203,0.8015000000000001
Thursday,19,Ganesh Chaturthi,1,Rainy,1649,1.0
Tuesday,10,Diwali,1,Cloudy,930,0.765
Thursday,1,Eid,1,Clear,650,0.625
Sunday,19,Christmas,0,Rainy,1610,1.0
Thursday,20,Eid,1,Clear,532,0.5660000000000001
Saturday,6,None,1,Cloudy,1433,0.8165
Friday,0,Eid,0,Cloudy,1708,1.0
Monday,2,None,1,Clear,1360,0.78
Thursday,23,None,0,Cloudy,152,0.076
Thursday,15,None,1,Rainy,1661,0.9305
Monday,11,Ganesh Chaturthi,1,Cloudy,797,0.6985
Wednesday,12,Christmas,1,Clear,425,0.5125
Friday,3,Ganesh Chaturthi,1,Cloudy,1532,1.0
Friday,17,None,0,Rainy,152,0.076
Friday,18,Diwali,1,Clear,757,0.6785
Tuesday,11,Diwali,0,Cloudy,447,0.4235
Saturday,3,Eid,1,Rainy,898,0.749
Tuesday,21,None,0,Cloudy,493,0.2465
Friday,7,Christmas,0,Clear,781,0.5905
Thursday,10,None,1,Cloudy,488,0.344
Thursday,14,Diwali,0,Cloudy,553,0.47650000000000003
Tuesday,4,Ganesh Chaturthi,0,Rainy,1116,0.758
Thursday,17,Diwali,0,Rainy,1937,1.0
Thursday,11,Ganesh Chaturthi,0,Cloudy,734,0.567
Saturday,3,Eid,1,Cloudy,151,0.37550000000000006
Wednesday,3,None,1,Cloudy,1040,0.62
Thursday,19,Eid,1,Cloudy,454,0.527
Sunday,22,Christmas,1,Clear,1892,1.0
Tuesday,9,Christmas,0,Cloudy,605,0.5025
Sunday,8,Ganesh Chaturthi,1,Clear,751,0.6755
Saturday,3,Ganesh Chaturthi,0,Cloudy,427,0.4135
Thursday,2,Diwali,1,Cloudy,967,0.7835
Thursday,15,Christmas,1,Cloudy,1315,0.9574999999999999
Friday,14,Christmas,1,Cloudy,922,0.761
Sunday,18,Eid,1,Clear,222,0.41100000000000003
Tuesday,3,None,1,Cloudy,1456,0.828
Saturday,14,None,1,Clear,1660,0.9299999999999999
Thursday,5,Ganesh Chaturthi,0,Cloudy,1497,0.9485000000000001
Saturday,5,Eid,1,Cloudy,900,0.75
Thursday,14,Ganesh Chaturthi,0,Rainy,160,0.28
Saturday,21,Diwali,1,Rainy,1846,1.0
Monday,18,None,1,Cloudy,383,0.2915
Wednesday,19,Eid,1,Clear,1428,1.0
Thursday,6,Eid,0,Cloudy,1940,1.0
Tuesday,18,Ganesh Chaturthi,1,Clear,1131,0.8655
Friday,5,Diwali,0,Clear,154,0.277
Thursday,15,Diwali,1,Cloudy,1703,1.0
Saturday,7,Christmas,1,Rainy,1593,1.0
Tuesday,5,Ganesh Chaturthi,0,Rainy,999,0.6995
Thursday,21,Diwali,1,Clear,1271,0.9354999999999999
Monday,3,Ganesh Chaturthi,1,Rainy,1696,1.0
Sunday,20,None,1,Rainy,654,0.42700000000000005
Monday,20,Eid,1,Rainy,1740,1.0
Sunday,2,Eid,1,Cloudy,384,0.492
Monday,2,Diwali,1,Rainy,1873,1.0
Sunday,3,Eid,0,Cloudy,548,0.47400000000000003
Sunday,19,Eid,1,Cloudy,414,0.507
Tuesday,22,Ganesh Chaturthi,1,Clear,928,0.764
Wednesday,15,None,1,Clear,1008,0.604
Saturday,4,Ganesh Chaturthi,1,Rainy,1057,0.8284999999999999
Friday,20,Diwali,0,Cloudy,811,0.6055
Thursday,4,Christmas,0,Clear,126,0.263
Sunday,1,None,0,Clear,903,0.4515
Wednesday,19,Christmas,0,Rainy,1053,0.7264999999999999
Friday,18,None,0,Clear,1293,0.6465
Monday,15,None,0,Rainy,805,0.4025
Saturday,10,None,1,Cloudy,445,0.3225
Saturday,17,None,1,Cloudy,1857,1.0
Saturday,16,None,1,Cloudy,736,0.46799999999999997
Tuesday,20,None,1,Rainy,322,0.261
Thursday,17,Ganesh Chaturthi,1,Clear,403,0.5015000000000001
Thursday,1,Christmas,0,Rainy,1582,0.9910000000000001
Sunday,12,Eid,0,Rainy,1230,0.815
Thursday,0,Diwali,1,Cloudy,1559,1.0
Tuesday,14,Diwali,1,Clear,1607,1.0
Monday,8,Eid,0,Clear,1431,0.9155
Friday,1,Ganesh Chaturthi,0,Rainy,1952,1.0
Thursday,23,Christmas,0,Cloudy,962,0.681
Wednesday,12,None,1,Rainy,805,0.5025000000000001
Tuesday,4,None,1,Rainy,1447,0.8235
Friday,3,Diwali,1,Cloudy,621,0.6104999999999999
Thursday,20,Ganesh Chaturthi,0,Rainy,775,0.5875
Saturday,3,Diwali,1,Cloudy,1319,0.9594999999999999
Saturday,9,None,1,Clear,1040,0.62
Friday,18,Eid,1,Clear,1443,1.0
Friday,17,Ganesh Chaturthi,1,Clear,451,0.5255
Saturday,19,Ganesh Chaturthi,1,Cloudy,557,0.5785
Sunday,16,Eid,1,Cloudy,577,0.5885
Wednesday,20,Diwali,1,Cloudy,1966,1.0
Tuesday,0,Ganesh Chaturthi,1,Cloudy,1731,1.0
Sunday,7,Ganesh Chaturthi,0,Rainy,287,0.3435
Friday,3,Diwali,1,Clear,130,0.365
Thursday,3,None,0,Rainy,264,0.132
Sunday,19,None,0,Clear,1244,0.622
Tuesday,4,Diwali,0,Cloudy,843,0.6214999999999999
Sunday,15,Ganesh Chaturthi,1,Clear,850,0.725
Saturday,6,Christmas,0,Clear,248,0.324
Wednesday,14,Ganesh Chaturthi,0,Clear,394,0.397
Saturday,12,Diwali,1,Rainy,1443,1.0
Friday,0,Diwali,1,Cloudy,1734,1.0
Saturday,5,Christmas,0,Clear,1251,0.8254999999999999
Friday,21,None,0,Cloudy,260,0.13
Friday,12,None,0,Clear,1584,0.792
Wednesday,13,Diwali,1,Rainy,584,0.592
Monday,10,Christmas,0,Cloudy,905,0.6525000000000001
Monday,4,None,0,Rainy,1792,0.896
Sunday,6,Diwali,0,Clear,1608,1.0
Tuesday,2,Eid,1,Rainy,141,0.37050000000000005
Sunday,8,Diwali,0,Clear,607,0.5035000000000001
Saturday,14,Ganesh Chaturthi,1,Rainy,1799,1.0
Monday,20,None,1,Cloudy,927,0.5635
Friday,17,None,1,Cloudy,768,0.484
Tuesday,6,Eid,1,Rainy,564,0.582
Friday,7,Ganesh Chaturthi,0,Cloudy,289,0.34450000000000003
Sunday,2,Eid,1,Clear,393,0.49650000000000005
Wednesday,2,Diwali,0,Clear,1143,0.7715000000000001
Thursday,17,Christmas,0,Clear,1527,0.9635
Thursday,23,Eid,1,Rainy,1616,1.0
Tuesday,22,Ganesh Chaturthi,1,Cloudy,1899,1.0
Tuesday,22,Eid,0,Clear,1740,1.0
Wednesday,20,None,1,Rainy,1624,0.912
Thursday,15,Eid,0,Rainy,922,0.661
Saturday,4,Eid,1,Clear,374,0.487
Tuesday,3,None,0,Cloudy,850,0.425
Sunday,5,Diwali,0,Clear,1177,0.7885
Sunday,16,Ganesh Chaturthi,1,Cloudy,1000,0.7999999999999999
Thursday,10,Diwali,1,Clear,1243,0.9215000000000001
Wednesday,16,Ganesh Chaturthi,0,Cloudy,1287,0.8434999999999999
Tuesday,12,Eid,1,Clear,646,0.623
Thursday,11,Ganesh Chaturthi,1,Cloudy,984,0.7919999999999999
Thursday,18,Eid,1,Cloudy,1596,1.0
Thursday,8,Eid,1,Clear,442,0.521
Sunday,9,Ganesh Chaturthi,1,Rainy,1710,1.0
Thursday,5,Christmas,1,Clear,1836,1.0
Saturday,4,Ganesh Chaturthi,0,Clear,241,0.3205
Tuesday,15,Christmas,0,Clear,1745,1.0
Tuesday,12,None,1,Clear,424,0.312
Tuesday,0,None,0,Rainy,1169,0.5845
Wednesday,16,Ganesh Chaturthi,0,Rainy,1166,0.7829999999999999
Thursday,15,Ganesh Chaturthi,0,Clear,1597,0.9984999999999999
Friday,9,Christmas,1,Clear,1415,1.0
Monday,10,None,1,Cloudy,834,0.517
Sunday,21,Ganesh Chaturthi,1,Clear,224,0.41200000000000003
Monday,15,None,0,Clear,423,0.2115
Thursday,21,Christmas,1,Cloudy,557,0.5785
Tuesday,18,Eid,1,Clear,494,0.547
Friday,16,Christmas,0,Rainy,435,0.4175
Thursday,16,Diwali,0,Cloudy,752,0.5760000000000001
Monday,3,None,1,Clear,1090,0.645
Saturday,16,Diwali,1,Cloudy,226,0.41300000000000003
Friday,23,None,1,Cloudy,1578,0.889
Thursday,17,Eid,0,Clear,418,0.40900000000000003
Sunday,17,Christmas,0,Rainy,1951,1.0
Sunday,9,Eid,1,Clear,218,0.40900000000000003
Monday,23,Diwali,0,Clear,528,0.464
Friday,17,Christmas,1,Cloudy,489,0.5445
Tuesday,0,Christmas,0,Cloudy,925,0.6625000000000001
Saturday,19,Diwali,1,Cloudy,1435,1.0
Sunday,2,None,0,Rainy,1066,0.533
Friday,10,Eid,1,Rainy,1440,1.0
Friday,4,Diwali,1,Clear,1187,0.8935000000000001
Tuesday,13,Ganesh Chaturthi,1,Cloudy,1956,1.0
Sunday,12,Ganesh Chaturthi,1,Rainy,295,0.4475
Tuesday,16,Ganesh Chaturthi,0,Cloudy,1544,0.972
Wednesday,22,Ganesh Chaturthi,0,Rainy,1496,0.948
Wednesday,19,Eid,1,Cloudy,467,0.5335
Wednesday,9,Eid,1,Cloudy,1866,1.0
Tuesday,15,Ganesh Chaturthi,0,Rainy,277,0.3385
Thursday,5,Diwali,1,Cloudy,981,0.7905
Saturday,20,Ganesh Chaturthi,1,Rainy,1858,1.0
Monday,3,Ganesh Chaturthi,0,Clear,237,0.3185
Sunday,7,Diwali,0,Rainy,1101,0.7505
Friday,0,None,0,Clear,914,0.457
Sunday,19,Ganesh Chaturthi,1,Cloudy,1109,0.8544999999999999
Sunday,11,Eid,1,Clear,137,0.36850000000000005
Saturday,16,Diwali,0,Cloudy,1465,0.9325000000000001
Sunday,4,Ganesh Chaturthi,1,Clear,1083,0.8415
Saturday,18,Diwali,1,Cloudy,918,0.759
Friday,3,None,0,Cloudy,1558,0.779
Wednesday,12,None,0,Cloudy,616,0.308
Wednesday,1,Christmas,1,Cloudy,599,0.5995
Sunday,5,Ganesh Chaturthi,0,Clear,1301,0.8505
Friday,22,None,1,Rainy,390,0.29500000000000004
Tuesday,16,Diwali,0,Rainy,1445,0.9225000000000001
Wednesday,15,Eid,0,Cloudy,1031,0.7155
Thursday,22,Ganesh Chaturthi,0,Rainy,702,0.5509999999999999
Thursday,14,Eid,1,Rainy,667,0.6335000000000001
Friday,12,None,1,Cloudy,541,0.37050000000000005
Monday,15,Christmas,1,Rainy,1617,1.0
Thursday,16,Diwali,0,Cloudy,1576,0.988
Saturday,16,Eid,1,Cloudy,250,0.42500000000000004
Friday,22,Diwali,1,Rainy,1769,1.0
Sunday,23,Christmas,0,Rainy,408,0.404
Wednesday,15,Eid,1,Rainy,180,0.39
Tuesday,7,None,1,Clear,980,0.59
Monday,8,Diwali,1,Rainy,1983,1.0
Tuesday,4,Diwali,1,Rainy,1011,0.8055
Friday,19,Ganesh Chaturthi,0,Cloudy,1272,0.8360000000000001
Sunday,3,Diwali,1,Cloudy,700,0.65
Saturday,3,Christmas,1,Clear,1066,0.8330000000000001
Thursday,12,Diwali,1,Clear,211,0.40549999999999997
Sunday,9,None,0,Clear,416,0.208
Thursday,5,Diwali,1,Cloudy,854,0.727
Saturday,7,Ganesh Chaturthi,1,Clear,452,0.526
Wednesday,20,None,0,Cloudy,1438,0.719
Tuesday,12,Christmas,0,Clear,490,0.445
Sunday,7,None,1,Cloudy,1638,0.9189999999999999
Friday,11,Christmas,0,Cloudy,1947,1.0
Tuesday,7,Eid,1,Clear,302,0.45099999999999996
Tuesday,5,Ganesh Chaturthi,1,Clear,1285,0.9425
Thursday,1,Ganesh Chaturthi,0,Cloudy,559,0.47950000000000004
Tuesday,18,Eid,0,Cloudy,695,0.5475
Wednesday,13,Christmas,1,Clear,787,0.6935
Saturday,11,Eid,0,Clear,1556,0.978
Saturday,17,Eid,1,Rainy,1241,0.9205
Friday,18,Christmas,0,Clear,1893,1.0
Sunday,23,Christmas,1,Rainy,1462,1.0
Wednesday,2,Diwali,1,Cloudy,1418,1.0
Sunday,16,Diwali,0,Rainy,339,0.36950000000000005
Tuesday,5,Eid,1,Clear,1593,1.0
Thursday,13,Eid,1,Clear,741,0.6705
Friday,0,Diwali,1,Clear,1465,1.0
Monday,1,Eid,1,Cloudy,1252,0.926
Wednesday,5,None,0,Rainy,1770,0.885
Saturday,10,Diwali,1,Rainy,1628,1.0
Monday,2,Ganesh Chaturthi,1,Clear,857,0.7285
Sunday,10,Diwali,0,Rainy,1161,0.7805
Thursday,12,Eid,0,Cloudy,711,0.5555
Tuesday,2,None,0,Cloudy,1286,0.643
Tuesday,0,Ganesh Chaturthi,0,Cloudy,1040,0.72
Thursday,6,None,0,Clear,579,0.2895
Monday,6,Eid,1,Clear,634,0.617
Wednesday,8,None,1,Rainy,1169,0.6845
Thursday,2,Christmas,0,Cloudy,396,0.398
Wednesday,9,Christmas,0,Rainy,1423,0.9115
Thursday,9,Christmas,0,Rainy,915,0.6575
Thursday,1,Christmas,1,Cloudy,340,0.47
Saturday,10,Christmas,0,Rainy,1740,1.0
Monday,4,Eid,1,Cloudy,1334,0.967
Saturday,3,None,1,Cloudy,1015,0.6074999999999999
Friday,15,Ganesh Chaturthi,0,Cloudy,689,0.5445
Wednesday,6,None,0,Cloudy,337,0.1685
Saturday,4,None,0,Cloudy,1107,0.5535
Friday,17,Christmas,0,Clear,592,0.496
Monday,22,None,0,Rainy,1349,0.6745
Saturday,7,Diwali,0,Rainy,1805,1.0
Saturday,5,Ganesh Chaturthi,0,Clear,1314,0.857
Sunday,21,Eid,0,Cloudy,937,0.6685000000000001
Monday,3,None,0,Cloudy,1778,0.889
Friday,6,None,1,Clear,112,0.156
Wednesday,0,Eid,1,Cloudy,696,0.648
Thursday,14,Christmas,0,Rainy,1948,1.0
Monday,21,Christmas,0,Clear,1425,0.9125000000000001
Thursday,21,Christmas,0,Cloudy,534,0.467
Saturday,20,Diwali,0,Rainy,1831,1.0
Wednesday,11,Christmas,0,Cloudy,952,0.6759999999999999
Wednesday,16,Diwali,1,Clear,275,0.4375
Monday,19,None,0,Clear,511,0.2555
Friday,12,Christmas,1,Rainy,1768,1.0
Saturday,15,Diwali,0,Clear,968,0.6839999999999999
Tuesday,2,Eid,1,Cloudy,866,0.733
Saturday,13,Diwali,0,Clear,1767,1.0
Monday,3,Ganesh Chaturthi,1,Cloudy,1013,0.8064999999999999
Friday,6,Ganesh Chaturthi,1,Cloudy,408,0.504
Monday,13,None,1,Clear,513,0.35650000000000004
Thursday,19,Eid,1,Cloudy,874,0.737
Monday,11,Diwali,0,Cloudy,762,0.581
Sunday,2,Ganesh Chaturthi,0,Cloudy,1460,0.9299999999999999
Tuesday,11,Ganesh Chaturthi,1,Clear,142,0.371
Saturday,10,Diwali,0,Cloudy,793,0.5965
Thursday,7,None,0,Rainy,589,0.2945
Wednesday,8,Ganesh Chaturthi,0,Cloudy,163,0.28150000000000003
Sunday,9,Ganesh Chaturthi,0,Cloudy,441,0.4205
Tuesday,16,Eid,1,Rainy,836,0.718
Thursday,14,Diwali,0,Clear,812,0.6060000000000001
Wednesday,18,None,1,Clear,1844,1.0
Tuesday,5,Eid,0,Rainy,1078,0.7390000000000001
Friday,17,Ganesh Chaturthi,0,Rainy,493,0.4465
Monday,4,Ganesh Chaturthi,1,Cloudy,978,0.789
Saturday,14,None,1,Cloudy,1526,0.863
Wednesday,3,Ganesh Chaturthi,0,Rainy,1726,1.0
Tuesday,1,Diwali,1,Clear,696,0.648
Wednesday,10,Christmas,0,Rainy,789,0.5945
Thursday,17,Diwali,1,Clear,228,0.41400000000000003
Wednesday,10,None,1,Cloudy,515,0.35750000000000004
Thursday,16,None,0,Cloudy,1077,0.5385
Saturday,10,Diwali,1,Clear,263,0.4315
Saturday,15,Ganesh Chaturthi,0,Cloudy,102,0.251
Monday,12,None,0,Clear,119,0.0595
Sunday,8,Diwali,1,Clear,449,0.5245
Tuesday,20,Eid,0,Cloudy,1180,0.79
Wednesday,13,Christmas,1,Rainy,1938,1.0
Tuesday,16,Christmas,1,Rainy,1015,0.8075
Monday,19,Diwali,1,Rainy,367,0.48350000000000004
Saturday,17,Christmas,1,Rainy,1041,0.8204999999999999
Wednesday,0,Eid,1,Rainy,1908,1.0
Saturday,1,Ganesh Chaturthi,0,Cloudy,1665,1.0
Tuesday,12,Christmas,0,Rainy,906,0.653
Wednesday,16,Ganesh Chaturthi,0,Rainy,179,0.2895
Friday,4,Christmas,0,Cloudy,1223,0.8115000000000001
Friday,22,Ganesh Chaturthi,1,Rainy,1925,1.0
Sunday,1,Ganesh Chaturthi,1,Clear,540,0.5700000000000001
Sunday,1,Diwali,0,Clear,1587,0.9935
Sunday,11,Diwali,0,Clear,873,0.6365000000000001
Friday,19,Eid,0,Cloudy,1877,1.0
Wednesday,14,None,1,Clear,1549,0.8744999999999999
Monday,16,Christmas,1,Rainy,1255,0.9274999999999999
Thursday,5,Christmas,1,Rainy,1055,0.8275
Wednesday,19,Ganesh Chaturthi,0,Rainy,1982,1.0
Saturday,3,Christmas,0,Rainy,266,0.333
Wednesday,20,Christmas,1,Clear,155,0.37750000000000006
Friday,1,Christmas,0,Clear,1979,1.0
Monday,17,Christmas,1,Clear,1545,1.0
Saturday,20,Eid,1,Rainy,691,0.6455
Tuesday,23,Diwali,1,Cloudy,1954,1.0
Monday,21,None,0,Rainy,553,0.2765
Wednesday,4,Ganesh Chaturthi,1,Rainy,183,0.39149999999999996
Tuesday,9,Christmas,0,Cloudy,1646,1.0
Tuesday,5,Diwali,0,Rainy,1881,1.0
Tuesday,3,Diwali,1,Rainy,295,0.4475
Saturday,18,Christmas,1,Rainy,874,0.737
Wednesday,20,Christmas,0,Cloudy,722,0.5609999999999999
Tuesday,5,Eid,0,Rainy,1255,0.8274999999999999
Tuesday,10,Diwali,1,Clear,625,0.6124999999999999
Tuesday,5,Diwali,0,Rainy,353,0.3765
Friday,22,Diwali,1,Cloudy,198,0.399
Saturday,22,Ganesh Chaturthi,0,Cloudy,955,0.6775
Wednesday,21,None,1,Clear,447,0.3235
Monday,4,Ganesh Chaturthi,0,Clear,508,0.454
Wednesday,6,Ganesh Chaturthi,1,Rainy,136,0.368
Friday,2,Diwali,0,Clear,1024,0.712
Wednesday,0,Ganesh Chaturthi,0,Clear,202,0.30100000000000005
Friday,3,Eid,1,Cloudy,1535,1.0
Saturday,23,Ganesh Chaturthi,0,Cloudy,1931,1.0
Thursday,21,Ganesh Chaturthi,0,Rainy,1003,0.7015
Saturday,20,Ganesh Chaturthi,0,Clear,1393,0.8965000000000001
Thursday,8,Eid,0,Cloudy,1015,0.7075
Thursday,8,Ganesh Chaturthi,1,Clear,1681,1.0
Sunday,0,None,0,Rainy,673,0.3365
Friday,14,None,0,Clear,1383,0.6915
Wednesday,6,None,0,Rainy,1400,0.7
Saturday,4,Ganesh Chaturthi,1,Rainy,1711,1.0
Tuesday,16,None,0,Cloudy,722,0.361
Friday,19,Eid,1,Rainy,1961,1.0
Monday,18,Ganesh Chaturthi,1,Clear,905,0.7525000000000001
Thursday,14,None,0,Rainy,1814,0.907
Saturday,20,Eid,1,Rainy,1252,0.926
Thursday,17,None,0,Clear,696,0.348
Friday,23,Eid,1,Rainy,1064,0.832
Saturday,8,Ganesh Chaturthi,0,Clear,496,0.448
Tuesday,13,Diwali,0,Clear,1584,0.992
Wednesday,4,None,1,Clear,744,0.472
Saturday,19,Christmas,1,Cloudy,1897,1.0
Sunday,10,Diwali,1,Clear,1633,1.0
Saturday,4,Eid,0,Rainy,1639,1.0
Sunday,12,None,1,Clear,1366,0.783
Tuesday,1,None,1,Cloudy,816,0.508
Tuesday,12,Eid,1,Clear,1608,1.0
Sunday,10,Diwali,0,Clear,147,0.2735
Thursday,16,Ganesh Chaturthi,0,Clear,1836,1.0
Saturday,20,Eid,0,Cloudy,1205,0.8025
Thursday,4,Eid,1,Clear,241,0.4205
Monday,7,Diwali,0,Clear,811,0.6055
Thursday,6,None,0,Cloudy,1090,0.545
Saturday,7,Diwali,1,Clear,803,0.7015
Wednesday,19,None,1,Clear,392,0.29600000000000004
Thursday,10,Christmas,1,Rainy,1390,0.995
Sunday,1,Eid,1,Rainy,1504,1.0
Saturday,18,Diwali,0,Rainy,1439,0.9195
Friday,14,None,1,Clear,1466,0.833
Wednesday,23,Eid,1,Clear,872,0.736
Tuesday,8,Diwali,0,Rainy,905,0.6525000000000001
Thursday,17,Eid,0,Cloudy,849,0.6245
Tuesday,10,Diwali,0,Rainy,813,0.6065
Sunday,18,Diwali,0,Clear,605,0.5025
Monday,5,None,1,Clear,1537,0.8684999999999999
Thursday,6,Diwali,1,Clear,1485,1.0
Thursday,21,Christmas,0,Cloudy,460,0.43000000000000005
Friday,19,None,0,Cloudy,1094,0.547
Sunday,18,Diwali,0,Cloudy,1377,0.8885000000000001
Friday,16,Eid,0,Rainy,1431,0.9155
Saturday,7,None,0,Rainy,1763,0.8815
Tuesday,21,Diwali,0,Clear,932,0.666
Thursday,22,Christmas,0,Clear,1293,0.8465
Monday,1,Eid,0,Clear,193,0.2965
Thursday,2,None,1,Rainy,1509,0.8544999999999999
Sunday,9,Diwali,1,Clear,1097,0.8484999999999999
Saturday,19,Diwali,0,Cloudy,468,0.43400000000000005
Saturday,17,Eid,0,Clear,320,0.36
Wednesday,20,Diwali,1,Rainy,1440,1.0
Wednesday,17,Eid,1,Clear,1132,0.866
Wednesday,8,Ganesh Chaturthi,1,Rainy,226,0.41300000000000003
Friday,8,Christmas,1,Rainy,1717,1.0
Thursday,16,Eid,0,Clear,169,0.28450000000000003
Thursday,18,Christmas,1,Clear,1910,1.0
Thursday,6,Christmas,0,Clear,1283,0.8414999999999999
Sunday,17,None,1,Clear,1448,0.824
Friday,14,None,1,Cloudy,816,0.508
Saturday,8,Diwali,0,Rainy,285,0.3425
Monday,13,Ganesh Chaturthi,0,Cloudy,571,0.4855
Tuesday,18,Christmas,0,Cloudy,1135,0.7675000000000001
Monday,15,Christmas,1,Cloudy,1747,1.0
Friday,18,Diwali,1,Clear,1376,0.9879999999999999
Saturday,12,Christmas,1,Cloudy,1289,0.9445
Wednesday,6,Ganesh Chaturthi,1,Cloudy,1570,1.0
Saturday,5,Christmas,0,Cloudy,393,0.3965
Tuesday,16,Ganesh Chaturthi,0,Cloudy,1226,0.813
Thursday,15,Eid,1,Rainy,970,0.785
Saturday,4,Eid,0,Clear,1761,1.0
Saturday,0,Ganesh Chaturthi,1,Rainy,955,0.7775
Wednesday,16,None,1,Clear,327,0.2635
Monday,14,None,0,Clear,120,0.06
Monday,4,Diwali,0,Clear,1356,0.8780000000000001
Sunday,12,Diwali,0,Clear,856,0.628
Sunday,16,Ganesh Chaturthi,1,Clear,743,0.6715
Saturday,12,Eid,1,Cloudy,733,0.6665
Tuesday,0,None,0,Rainy,564,0.282
Thursday,9,Diwali,0,Clear,381,0.3905
Tuesday,16,Diwali,1,Rainy,1094,0.8470000000000001
Tuesday,21,None,0,Clear,1955,0.9775
Saturday,10,Eid,1,Rainy,1765,1.0
Monday,20,None,0,Clear,1045,0.5225
Wednesday,1,Eid,1,Clear,406,0.503
Wednesday,6,Diwali,1,Cloudy,1321,0.9605
Tuesday,6,Eid,0,Rainy,415,0.4075
Saturday,10,Ganesh Chaturthi,0,Clear,899,0.6495
Tuesday,7,None,1,Cloudy,969,0.5845
Saturday,9,Diwali,0,Rainy,307,0.35350000000000004
Saturday,0,Ganesh Chaturthi,1,Cloudy,721,0.6605
Sunday,2,Eid,0,Rainy,1737,1.0
Thursday,14,Ganesh Chaturthi,0,Cloudy,1029,0.7144999999999999
Wednesday,18,Christmas,0,Cloudy,978,0.6890000000000001
Monday,16,Christmas,0,Cloudy,675,0.5375000000000001
Saturday,23,Ganesh Chaturthi,1,Rainy,1198,0.8989999999999999
Monday,6,None,1,Clear,496,0.348
Sunday,7,Eid,1,Rainy,163,0.38150000000000006
Monday,0,Ganesh Chaturthi,0,Rainy,1213,0.8065
Wednesday,11,Ganesh Chaturthi,1,Rainy,756,0.678
Wednesday,7,Eid,0,Rainy,346,0.373
Sunday,16,Eid,1,Clear,1607,1.0
Monday,11,Ganesh Chaturthi,0,Rainy,640,0.52
Monday,14,None,0,Clear,819,0.4095
Friday,15,Ganesh Chaturthi,1,Cloudy,295,0.4475
Sunday,6,Ganesh Chaturthi,0,Rainy,828,0.614
Wednesday,18,Eid,0,Rainy,1734,1.0
Friday,9,Diwali,1,Rainy,1105,0.8524999999999999
